BILL DATE,BILL TIME,INVOICE NO,ITEM NAME,QTY,GROSS AMT,NETT AMT,BRANCH NAME
2018-09-28,2018-09-28 14:59:41,42747,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:41,42747,DS01 banab oat,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:41,42747,A08 Claypot Chicken,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:41,42747,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:41,42747,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:41,42747,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:41,42747,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:01:52,42748,A05 Black Forest,1,5.50,5.50,Demo Restaurant
2018-09-28,2018-09-28 15:01:52,42748,"A07 Italian W""it'e",1,4.00,4.00,Demo Restaurant
2018-09-28,2018-09-28 15:01:52,42748,B01 Cha Yen,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:01:52,42748,D01 Test Drink,1,2.00,2.00,Demo Restaurant
2018-09-28,2018-09-28 15:01:52,42748,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:01:52,42748,DS01 banab oat,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:01:52,42748,A08 Claypot Chicken,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:01:52,42748,RC08 Roast Eggyolk Chicken  Rice,1,5.00,5.00,Demo Restaurant
2018-09-28,2018-09-28 15:01:52,42748,CB02 Summer's Fav,1,30.00,30.00,Demo Restaurant
2018-09-28,2018-09-28 15:01:52,42748,D01 Test Drink,1,5.00,5.00,Demo Restaurant
2018-09-28,2018-09-28 15:01:52,42748,A08 Claypot Chicken,1,10.00,10.00,Demo Restaurant
2018-09-28,2018-09-28 15:02:12,42749,A05 Black Forest,2,11.00,11.00,Demo Restaurant
2018-09-28,2018-09-28 15:02:12,42749,"A07 Italian W""it'e",2,8.00,8.00,Demo Restaurant
2018-09-28,2018-09-28 15:02:12,42749,B01 Cha Yen,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:02:12,42749,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:02:12,42749,DS01 banab oat,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:02:12,42749,A08 Claypot Chicken,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:02:12,42749,CB02 Summer's Fav,1,30.00,30.00,Demo Restaurant
2018-09-28,2018-09-28 15:02:12,42749,D01 Test Drink,2,10.00,10.00,Demo Restaurant
2018-09-28,2018-09-28 15:02:12,42749,A08 Claypot Chicken,2,20.00,20.00,Demo Restaurant
2018-09-28,2018-09-28 15:02:12,42749,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:02:12,42749,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:02:12,42749,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:02:12,42749,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-28,2018-09-28 15:08:56,42750,A05 Black Forest,1,5.50,5.50,Demo Restaurant
2018-09-28,2018-09-28 15:08:56,42750,"A07 Italian W""it'e",1,4.00,4.00,Demo Restaurant
2018-09-28,2018-09-28 15:08:56,42750,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:08:56,42750,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:08:56,42750,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:08:56,42750,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-28,2018-09-28 15:16:29,42751,A05 Black Forest,1,5.50,5.50,Demo Restaurant
2018-09-28,2018-09-28 15:16:29,42751,"A07 Italian W""it'e",1,4.00,4.00,Demo Restaurant
2018-09-28,2018-09-28 15:16:29,42751,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:16:29,42751,A05 Black Forest Gump,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:16:29,42751,A07 Italian White,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:16:29,42751,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,CB04 Damien Fav,4,40.00,40.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,A05 Black Forest Gump,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,A07 Italian White,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,A05 Black Forest,1,5.50,5.50,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,"A07 Italian W""it'e",1,4.00,4.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,A05 Black Forest Gump,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 15:17:32,42752,A07 Italian White,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 16:08:26,42753,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 16:08:26,42753,A05 Black Forest Gump,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 16:08:26,42753,A07 Italian White,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 16:08:26,42753,CB04 Damien Fav,2,20.00,20.00,Demo Restaurant
2018-09-28,2018-09-28 16:08:26,42753,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 16:08:26,42753,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 16:08:26,42753,B01 Cha Yen,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 16:08:26,42753,D01 Test Drink,1,2.00,2.00,Demo Restaurant
2018-09-28,2018-09-28 16:08:26,42753,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 16:08:26,42753,DS01 banab oat,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 16:08:26,42753,A08 Claypot Chicken,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 16:08:26,42753,CB02 Summer's Fav,1,30.00,30.00,Demo Restaurant
2018-09-28,2018-09-28 16:25:25,42754,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 16:25:25,42754,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 16:25:25,42754,DS01 banab oat,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 16:25:25,42754,CB06 Heimi Fav,1,15.00,15.00,Demo Restaurant
