BILL DATE,BILL TIME,INVOICE NO,ITEM NAME,QTY,GROSS AMT,NETT AMT,BRANCH NAME,PAYMENT TYPE,PAYMENT TYPE NAME,PAYMENT TYPE ID 1,PAYMENT CODE 1
2018-10-04,2018-10-04 19:33:02,112075,A02 Fried Chicken Skin ,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:33:02,112075,B18 Mango Smoothie,1,5.20,5.20,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:33:02,112075,B03 Thai Iced Green Tea,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:33:02,112075,B29 Roselle Tea,1,5.20,5.20,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:33:02,112075,Y16 Paw See Ew,1,11.20,11.20,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:33:02,112075,B19 Terer Taro,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:34:00,112076,B19 Terer Taro,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:34:00,112076,N41 Clear T. Chicken Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:47:19,112077,Y25 SUKI SOUP CHICK SPRINGY NOODLE,2,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,N45 Clear T. Beef Rice Noodle,4,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,N01 P. Beef Thai Rice Noodle,4,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,N44 Kuey Chap Beef Springy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,F12 Sangkaya Steamed Bread,1,5.00,5.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,B01 Thai Iced Tea,2,5.00,5.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,A01 Fried Wanton Skin,2,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,A02 Fried Chicken Skin ,2,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,G40 Noodle Double Hit Combo ,1,39.90,39.90,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,N03 P. Chick Thai Rice Noodle,3,5.70,5.70,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,R03 Add Rice,1,1.90,1.90,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,R02 Kra Pow Chicken Rice,1,12.20,12.20,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,F19 Thai Fried Chicken,1,12.20,12.20,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,B02 Thai Iced Coffee,1,8.00,8.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:47:19,112077,B04 Thai Iced Lemon Tea,1,8.00,8.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 19:51:26,112078,N45 Clear T. Beef Rice Noodle,4,7.60,7.60,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:51:26,112078,Y22 SUKI SOUP RICE BEEF NOODLE ,5,9.50,9.50,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:51:26,112078,Y17 Dry T. Beef Thai R. Noodle,4,7.60,7.60,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:51:26,112078,B21 Blue Butterfly Pea,1,5.20,5.20,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:51:26,112078,B13 Thai Coffee,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:51:26,112078,B01 Thai Iced Tea,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:51:26,112078,F08 Thai Popeye's Tempura,1,7.10,7.10,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:51:26,112078,A02 Fried Chicken Skin ,4,7.60,7.60,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,N46 Clear T. Beef Springy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,N41 Clear T. Chicken Rice Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,Y18 Dry T. Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,Y22 SUKI SOUP RICE BEEF NOODLE ,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,N09 P. Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,Y20 Dry T. Chicken Springy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,N11 P. Chick Springy  Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,Y24 SUKI SOUP CHICK RICE NOODLE,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,F12 Sangkaya Steamed Bread,1,5.00,5.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,B01 Thai Iced Tea,1,2.50,2.50,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,B18 Mango Smoothie,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,A01 Fried Wanton Skin,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,A02 Fried Chicken Skin ,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:52:38,112079,G40 Noodle Double Hit Combo ,1,39.90,39.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:56:28,112080,F12 Sangkaya Steamed Bread,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:56:28,112080,B01 Thai Iced Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:56:28,112080,G15 Sweet Treats,1,14.50,14.50,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:56:28,112080,R02 Kra Pow Chicken Rice,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:56:28,112080,B01 Thai Iced Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:56:28,112080,G38 Wok Treats,1,18.50,18.50,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:56:28,112080,F08 Thai Popeye's Tempura,1,7.10,7.10,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:56:28,112080,Y22 SUKI SOUP RICE BEEF NOODLE ,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:56:28,112080,N14 D. Beef Thai Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:56:28,112080,N01 P. Beef Thai Rice Noodle,2,3.80,3.80,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:56:28,112080,N09 P. Beef Springy Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:59:30,112081,N22 D. Beef Thai Springgy Noodle,2,3.80,3.42,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:59:30,112081,N42 Clear T. Chicken Springy Noodle,2,3.80,3.42,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:59:30,112081,Y18 Dry T. Beef Springy Noodle,2,3.80,3.42,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:59:30,112081,B18 Mango Smoothie,1,5.20,4.68,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:59:30,112081,B01 Thai Iced Tea,1,8.00,7.20,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 19:59:30,112081,N45 Clear T. Beef Rice Noodle,1,1.90,1.71,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,F12 Sangkaya Steamed Bread,1,7.10,7.10,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,N01 P. Beef Thai Rice Noodle,6,11.40,7.60,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,Y17 Dry T. Beef Thai R. Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,N14 D. Beef Thai Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,Y18 Dry T. Beef Springy Noodle,2,3.80,3.80,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,N45 Clear T. Beef Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,N41 Clear T. Chicken Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,N44 Kuey Chap Beef Springy Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,R04 Add egg,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,R02 Kra Pow Chicken Rice,1,12.20,12.20,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,F08 Thai Popeye's Tempura,1,7.10,7.10,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,B01 Thai Iced Tea,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,B18 Mango Smoothie,1,5.20,5.20,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,B02 Thai Iced Coffee,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,B03 Thai Iced Green Tea,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:04:20,112082,Y26 Pumpkin Coconut Cream,1,4.90,4.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:05:52,112083,B17 Coconut Blend,1,9.00,9.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:07:37,112084,Y22 SUKI SOUP RICE BEEF NOODLE ,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:07:37,112084,N01 P. Beef Thai Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:07:37,112084,Y24 SUKI SOUP CHICK RICE NOODLE,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:07:37,112084,B01 Thai Iced Tea,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:09,112085,Y23 SUKI SOUP BEEF SPRINGY NOODLE,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:09,112085,N46 Clear T. Beef Springy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:09,112085,N44 Kuey Chap Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:09,112085,N09 P. Beef Springy Noodle,3,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:09,112085,Y20 Dry T. Chicken Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:09,112085,Y25 SUKI SOUP CHICK SPRINGY NOODLE,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:09,112085,N38 Kuey Chap Chicken Springy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:09,112085,F00 No Side Dish,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:09,112085,B03 Thai Iced Green Tea,1,2.50,2.50,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:09,112085,B29 Roselle Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:09,112085,A01 Fried Wanton Skin,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:09,112085,A02 Fried Chicken Skin ,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:09,112085,G40 Noodle Double Hit Combo ,1,39.90,39.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:38,112086,N01 P. Beef Thai Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:38,112086,N09 P. Beef Springy Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:38,112086,F12 Sangkaya Steamed Bread,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:38,112086,B03 Thai Iced Green Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:08:38,112086,G15 Sweet Treats,1,14.50,14.50,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:12:42,112087,Y17 Dry T. Beef Thai R. Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:12:42,112087,N24 D. Chick Thai Springgy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:12:42,112087,N03 P. Chick Thai Rice Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:12:42,112087,Y22 SUKI SOUP RICE BEEF NOODLE ,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:12:42,112087,N41 Clear T. Chicken Rice Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:12:42,112087,N46 Clear T. Beef Springy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:12:42,112087,F12 Sangkaya Steamed Bread,1,5.00,5.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:12:42,112087,B18 Mango Smoothie,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:12:42,112087,B29 Roselle Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:12:42,112087,A01 Fried Wanton Skin,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:12:42,112087,A02 Fried Chicken Skin ,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:12:42,112087,G40 Noodle Double Hit Combo ,1,39.90,39.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:13:18,112088,N24 D. Chick Thai Springgy Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:13:18,112088,N14 D. Beef Thai Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:13:18,112088,N01 P. Beef Thai Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:13:18,112088,N37 Kuey Chap Chicken Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:13:18,112088,F02 Grill Beef Meat Ball,1,6.50,6.50,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:13:18,112088,F08 Thai Popeye's Tempura,1,7.10,7.10,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:21:00,112089,N46 Clear T. Beef Springy Noodle,2,3.80,3.80,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:21:00,112089,N09 P. Beef Springy Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:21:00,112089,Y17 Dry T. Beef Thai R. Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:21:00,112089,A01 Fried Wanton Skin ,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:21:00,112089,R02 Kra Pow Chicken Rice,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:21:00,112089,B01 Thai Iced Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:21:00,112089,G38 Wok Treats,1,18.50,18.50,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:21:00,112089,B01 Thai Iced Tea,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,Y23 SUKI SOUP BEEF SPRINGY NOODLE,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,Y22 SUKI SOUP RICE BEEF NOODLE ,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,N44 Kuey Chap Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,N43 Kuey Chap Beef Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,N45 Clear T. Beef Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,N46 Clear T. Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,N14 D. Beef Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,N22 D. Beef Thai Springgy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,Y17 Dry T. Beef Thai R. Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,Y18 Dry T. Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,N01 P. Beef Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,N09 P. Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,F13 Ayam Legend,1,7.00,7.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,A01 Fried Wanton Skin,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,A02 Fried Chicken Skin ,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,B01 Thai Iced Tea,1,2.50,2.50,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,B29 Roselle Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,G40 Noodle Double Hit Combo ,1,39.90,39.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:25:11,112090,F12 Sangkaya Steamed Bread,1,7.10,7.10,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:27:13,112091,N01 P. Beef Thai Rice Noodle,6,11.40,11.40,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:27:13,112091,N41 Clear T. Chicken Rice Noodle,3,5.70,5.70,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:43:34,112092,Y24 SUKI SOUP CHICK RICE NOODLE,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:43:34,112092,N43 Kuey Chap Beef Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:43:34,112092,N01 P. Beef Thai Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:43:34,112092,N41 Clear T. Chicken Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:43:34,112092,Y23 SUKI SOUP BEEF SPRINGY NOODLE,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:43:34,112092,Y17 Dry T. Beef Thai R. Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:43:34,112092,B04 Thai Iced Lemon Tea,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:43:34,112092,B01 Thai Iced Tea,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:44:41,112093,N01 P. Beef Thai Rice Noodle,4,7.60,7.60,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:44:41,112093,N03 P. Chick Thai Rice Noodle,2,3.80,3.80,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:44:41,112093,N37 Kuey Chap Chicken Rice Noodle,2,3.80,3.80,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:44:41,112093,B01 Thai Iced Tea,2,16.00,16.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:44:41,112093,F16 Tasty Chicken Wing (5pcs),1,9.30,9.30,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:55:31,112094,N09 P. Beef Springy Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:55:31,112094,N37 Kuey Chap Chicken Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:55:31,112094,F13 Ayam Legend,1,12.70,12.70,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:57:22,112095,R02 Kra Pow Chicken Rice,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:57:22,112095,B01 Thai Iced Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:57:22,112095,G38 Wok Treats,1,18.50,18.50,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:57:22,112095,N01 P. Beef Thai Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 20:57:22,112095,N03 P. Chick Thai Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:00:03,112096,R02 Kra Pow Chicken Rice,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:00:03,112096,B01 Thai Iced Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:00:03,112096,G38 Wok Treats,1,18.50,18.50,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:00:03,112096,F03 Grill Chicken Meat Ball,1,4.60,4.60,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:00:03,112096,F10 Yum Mama,1,9.00,9.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:00:03,112096,N03 P. Chick Thai Rice Noodle,5,9.50,9.50,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:00:03,112096,N11 P. Chick Springy  Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:05:35,112097,R02 Kra Pow Chicken Rice,2,24.40,24.40,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 21:05:35,112097,F16 Tasty Chicken Wing (5pcs),1,9.30,9.30,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 21:05:35,112097,B19 Terer Taro,1,8.00,8.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 21:05:35,112097,B14 Ice Blended Thai Tea,1,9.00,9.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-04,2018-10-04 21:06:20,112098,B11 Premium Water,1,4.30,4.30,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:06:43,112099,R02 Kra Pow Chicken Rice,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:06:43,112099,B04 Thai Iced Lemon Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:06:43,112099,G38 Wok Treats,1,18.50,18.50,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:08:20,112100,Y22 SUKI SOUP RICE BEEF NOODLE ,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:08:20,112100,N43 Kuey Chap Beef Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:08:20,112100,Y24 SUKI SOUP CHICK RICE NOODLE,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:08:20,112100,N37 Kuey Chap Chicken Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:08:20,112100,N01 P. Beef Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:08:20,112100,N03 P. Chick Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:08:20,112100,F03 Grill Chicken Meat Ball,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:08:20,112100,B18 Mango Smoothie,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:08:20,112100,A01 Fried Wanton Skin,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-04,2018-10-04 21:08:20,112100,A02 Fried Chicken Skin ,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
